state,city,signal_type,signal_text,label
Goa,Mapusa,Industrial,A major industrial company has announced a new production facility near Mapusa. following regulatory approval.,1
Goa,Mapusa,Events,A business networking event will take place in Mapusa. according to local reports.,0
Karnataka,Mangaluru,Events,A cultural festival is scheduled to take place in Mangaluru. following a recent launch.,0
Goa,Calangute,Retail,A footwear brand has expanded its retail presence in Calangute. as part of its business expansion.,0
Maharashtra,Navi Mumbai,Residential,Construction is expected to begin on a new gated community containing approximately 1500 homes near Navi Mumbai.,1
Maharashtra,Chhatrapati Sambhajinagar,Institutional,A research institution is developing a new campus in Chhatrapati Sambhajinagar.,1
Karnataka,Coorg,Tourism,A tourism developer has announced a large visitor accommodation project near Coorg.,1
Maharashtra,Thane,Tourism,A major tourism infrastructure project is proposed near Thane. following regulatory approval.,1
Goa,Panaji,Healthcare,A hospital expansion project will add new patient accommodation and treatment facilities in Panaji. after receiving development permission.,1
Goa,Mapusa,Retail,A consumer electronics company has opened a showroom in Mapusa. as part of its operational expansion.,0
Maharashtra,Kolhapur,Hospitality,A hotel expansion will add more than 400 rooms and new guest facilities in Kolhapur. after receiving development permission.,1
Karnataka,Bengaluru,Finance,A banking company has announced expansion of its branch network in Bengaluru. as part of its market expansion.,0
Karnataka,Mangaluru,Finance,A lending platform has launched services in Mangaluru. as part of its business expansion.,0
Karnataka,Coorg,Institutional,A research institution is developing a new campus in Coorg. after planning authority approval.,1
Goa,Anjuna,Employment,A startup is hiring employees for its Anjuna office. following a corporate announcement.,0
Maharashtra,Nashik,Events,A trade exhibition will be held in Nashik.,0
Karnataka,Udupi,Small Business,A small fitness studio has opened in Udupi. as part of its regional growth strategy.,0
Maharashtra,Navi Mumbai,Technology,A technology startup has launched a new software product from Navi Mumbai. according to the company announcement.,0
Karnataka,Hassan,Finance,A fintech company has launched a new service in Hassan. as part of its business expansion.,0
Karnataka,Mangaluru,Hospitality,A beach resort project with 300 guest rooms is proposed in Mangaluru.,1
Maharashtra,Kolhapur,Finance,A lending platform has launched services in Kolhapur.,0
Maharashtra,Pune,Tourism,A major tourism investment has been announced near Pune. following regulatory approval.,1
Karnataka,Mangaluru,Corporate,A legal services company has opened a new office in Mangaluru. following a recent launch.,0
Goa,Baga,Employment,A corporate employer has announced new vacancies in Baga.,0
Karnataka,Tumakuru,Finance,An insurance company has opened a new office in Tumakuru. as part of its business expansion.,0
Karnataka,Manipal,Industrial,Construction approval has been granted for an industrial development in Manipal.,1
Goa,Margao,Transport,A bus operator has introduced a new route connecting Margao. as part of its operational expansion.,0
Goa,Baga,Education,A residential educational campus with hostels and common facilities is planned near Baga.,1
Maharashtra,Alibaug,Corporate,A recruitment company has expanded its operations in Alibaug.,0
Karnataka,Hubballi,Senior Living,A retirement community with healthcare and accommodation facilities is proposed in Hubballi.,1
Goa,Ponda,Industrial,A large industrial expansion project has been announced near Ponda.,1
Maharashtra,Lonavala,Hospitality,A large eco-resort project is being evaluated near Lonavala. following a new project announcement.,1
Goa,Anjuna,Employment,A technology firm plans to recruit additional employees in Anjuna. according to the company announcement.,0
Maharashtra,Chhatrapati Sambhajinagar,Tourism,A large visitor facility with accommodation and recreational infrastructure is proposed near Chhatrapati Sambhajinagar.,1
Karnataka,Bengaluru,Transport,A courier company has launched a new service in Bengaluru. according to local reports.,0
Goa,Morjim,Education,A private university has announced a residential campus project in Morjim.,1
Maharashtra,Nagpur,Corporate,A management consulting company has announced expansion in Nagpur.,0
Karnataka,Belagavi,Corporate,A business services firm has announced hiring in Belagavi. according to local reports.,0
Maharashtra,Mumbai,Industrial,Several manufacturing units are expected to operate from a new industrial zone near Mumbai.,1
Maharashtra,Nashik,Employment,A retail company plans to recruit staff in Nashik.,0
Karnataka,Bengaluru,Residential,A new housing project targeting more than 2500 residents has received preliminary approval in Bengaluru.,1
Karnataka,Udupi,Finance,A lending platform has launched services in Udupi.,0
Maharashtra,Lonavala,Commercial,A large business district expansion has been announced near Lonavala.,1
Maharashtra,Nagpur,Industrial,A new production facility is expected to begin construction in the Nagpur region. following the acquisition of land.,1
Karnataka,Coorg,Industrial,Several manufacturing units are expected to operate from a new industrial zone near Coorg. after receiving preliminary clearance.,1
Goa,Mapusa,Logistics,A logistics park with multiple warehouses is planned near Mapusa. after receiving preliminary clearance.,1
Maharashtra,Chhatrapati Sambhajinagar,Tourism,A tourism developer has announced a large visitor accommodation project near Chhatrapati Sambhajinagar.,1
Maharashtra,Nagpur,Senior Living,A retirement housing development has received approval in Nagpur. as part of a major private investment.,1
Goa,Margao,Technology,A startup has raised funding to expand its technology operations in Margao. as part of its operational expansion.,0
Maharashtra,Navi Mumbai,Retail,A lifestyle brand has opened its latest outlet in Navi Mumbai. as part of its business expansion.,0
Maharashtra,Chhatrapati Sambhajinagar,Small Business,A convenience store has opened a new location in Chhatrapati Sambhajinagar. as part of its market expansion.,0
Maharashtra,Thane,Industrial,A new industrial park is being developed near Thane.,1
Karnataka,Udupi,Small Business,A local bakery has opened a new outlet in Udupi. following a corporate announcement.,0
Karnataka,Tumakuru,Retail,A grocery chain has expanded operations in Tumakuru. according to the company announcement.,0
Karnataka,Bengaluru,Employment,A startup is hiring employees for its Bengaluru office.,0
Goa,Ponda,Senior Living,A senior residential campus with common facilities is being developed near Ponda.,1
Maharashtra,Alibaug,Retail,A consumer electronics company has opened a showroom in Alibaug. as part of its business expansion.,0
Maharashtra,Chhatrapati Sambhajinagar,Employment,A business process outsourcing company is hiring in Chhatrapati Sambhajinagar. as part of its market expansion.,0
Karnataka,Manipal,Technology,A technology startup has launched a new software product from Manipal.,0
Goa,Baga,Senior Living,A senior residential campus with common facilities is being developed near Baga. after receiving preliminary clearance.,1
Maharashtra,Navi Mumbai,Industrial,Construction approval has been granted for an industrial development in Navi Mumbai. following the acquisition of land.,1
Maharashtra,Kolhapur,Employment,A corporate employer has announced new vacancies in Kolhapur. following the latest business update.,0
Maharashtra,Thane,Education,A residential educational campus with hostels and common facilities is planned near Thane. after planning authority approval.,1
Goa,Vasco da Gama,Events,A business networking event will take place in Vasco da Gama.,0
Maharashtra,Nagpur,Senior Living,A retirement community with healthcare and accommodation facilities is proposed in Nagpur. as part of a planned expansion.,1
Goa,Ponda,Technology,A technology company is recruiting engineers for its Ponda office.,0
Goa,Morjim,Corporate,A corporate advisory company has increased its presence in Morjim. as part of its market expansion.,0
Goa,Candolim,Entertainment,A recreational venue has opened in Candolim. following a corporate announcement.,0
Goa,Ponda,Tourism,Authorities have approved a tourism development project near Ponda. as part of a major private investment.,1
Maharashtra,Nagpur,Transport,An airline has announced additional flights from Nagpur.,0
Karnataka,Hassan,Industrial,A new production facility is expected to begin construction in the Hassan region. as part of a planned expansion.,1
Karnataka,Coorg,Small Business,A local café has expanded its operations in Coorg. as part of its market expansion.,0
Goa,Calangute,Employment,A consulting company has announced recruitment in Calangute. following a recent launch.,0
Goa,Vasco da Gama,Education,A university expansion will include new student residences and academic buildings in Vasco da Gama. as part of a major private investment.,1
Karnataka,Coorg,Entertainment,A recreational venue has opened in Coorg.,0
Goa,Anjuna,Industrial,A new production facility is expected to begin construction in the Anjuna region. following regulatory approval.,1
Karnataka,Hassan,Entertainment,A cinema chain has announced a new screen in Hassan. as part of its operational expansion.,0
Goa,Baga,Events,A sports event is planned in Baga.,0
Goa,Ponda,Entertainment,A theatre company has announced a performance in Ponda. according to local reports.,0
Goa,Panaji,Entertainment,A cinema chain has announced a new screen in Panaji. following a corporate announcement.,0
Karnataka,Hassan,Transport,A logistics company has expanded its delivery network in Hassan. according to the company announcement.,0
Maharashtra,Navi Mumbai,Finance,A lending platform has launched services in Navi Mumbai. as part of its business expansion.,0
Maharashtra,Pune,Transport,A courier company has launched a new service in Pune.,0
Karnataka,Mysuru,Industrial,A large manufacturing campus with employee facilities is proposed near Mysuru.,1
Karnataka,Tumakuru,Hospitality,A beach resort project with 250 guest rooms is proposed in Tumakuru. as part of a planned expansion.,1
Maharashtra,Chhatrapati Sambhajinagar,Education,A boarding school campus with residential facilities is proposed near Chhatrapati Sambhajinagar. as part of a planned expansion.,1
Goa,Panaji,Hospitality,A beach resort project with 400 guest rooms is proposed in Panaji.,1
Karnataka,Mysuru,Corporate,A professional services firm has opened a new office in Mysuru. following a recent launch.,0
Goa,Baga,Small Business,A local café has expanded its operations in Baga.,0
Goa,Margao,Commercial,Construction is expected to begin on a large commercial development in Margao. following a new project announcement.,1
Goa,Ponda,Finance,A bank has opened a new branch in Ponda.,0
Goa,Margao,Employment,A corporate employer has announced new vacancies in Margao. according to the company.,0
Goa,Calangute,Employment,A corporate employer has announced new vacancies in Calangute. as part of its operational expansion.,0
Karnataka,Hassan,Finance,A financial services company has expanded its operations in Hassan. following the latest business update.,0
Goa,Calangute,Retail,A grocery chain has expanded operations in Calangute. as part of its operational expansion.,0
Karnataka,Belagavi,Hospitality,A new 80-room hotel project has been announced in Belagavi. following the acquisition of land.,1
Maharashtra,Chhatrapati Sambhajinagar,Entertainment,A theatre company has announced a performance in Chhatrapati Sambhajinagar. following the latest business update.,0
Karnataka,Mysuru,Residential,Construction is expected to begin on a new gated community containing approximately 2500 homes near Mysuru.,1
Goa,Baga,Small Business,A local bakery has opened a new outlet in Baga. following a corporate announcement.,0
Maharashtra,Nashik,Employment,A financial company has announced recruitment in Nashik.,0
Karnataka,Mangaluru,Corporate,A business services firm has announced hiring in Mangaluru.,0
Goa,Candolim,Small Business,A restaurant has launched a new location in Candolim.,0
Maharashtra,Alibaug,Small Business,A neighbourhood pharmacy has opened a new branch in Alibaug.,0
Karnataka,Mangaluru,Senior Living,A retirement community with healthcare and accommodation facilities is proposed in Mangaluru.,1
Karnataka,Bengaluru,Industrial,A large manufacturing campus with employee facilities is proposed near Bengaluru.,1
Maharashtra,Navi Mumbai,Finance,A lending platform has launched services in Navi Mumbai. as part of its regional growth strategy.,0
Goa,Vasco da Gama,Transport,A transport operator has announced new routes from Vasco da Gama. following a recent launch.,0
Karnataka,Belagavi,Transport,A ride-sharing company has expanded services in Belagavi. following a recent launch.,0
Maharashtra,Thane,Institutional,A new administrative and residential campus is proposed near Thane.,1
Goa,Calangute,Small Business,A neighbourhood pharmacy has opened a new branch in Calangute. following a recent launch.,0
Maharashtra,Kolhapur,Finance,An insurance company has opened a new office in Kolhapur. according to the company.,0
Maharashtra,Lonavala,Commercial,A developer has announced a multi-building commercial project in Lonavala. as part of a planned expansion.,1
Maharashtra,Thane,Residential,A developer has acquired land for a large residential township in Thane.,1
Goa,Morjim,Entertainment,A music festival will take place in Morjim.,0
Karnataka,Coorg,Senior Living,A retirement housing development has received approval in Coorg. following a new project announcement.,1
Maharashtra,Nagpur,Hospitality,A luxury resort with approximately 100 rooms is proposed near Nagpur.,1
Goa,Candolim,Industrial,A large manufacturing campus with employee facilities is proposed near Candolim.,1
Goa,Margao,Senior Living,A senior residential campus with common facilities is being developed near Margao. as part of a planned expansion.,1
Karnataka,Hubballi,Logistics,A distribution centre with multiple operational buildings is planned in Hubballi. following a new project announcement.,1
Goa,Morjim,Small Business,A small fitness studio has opened in Morjim. according to the company announcement.,0
Maharashtra,Lonavala,Employment,A technology firm plans to recruit additional employees in Lonavala.,0
Karnataka,Coorg,Transport,A courier company has launched a new service in Coorg.,0
Karnataka,Mangaluru,Finance,An insurance company has opened a new office in Mangaluru.,0
Maharashtra,Nagpur,Logistics,A warehouse complex covering a large industrial area is proposed near Nagpur. after planning authority approval.,1
Goa,Ponda,Education,An educational trust has acquired land for a large institutional campus near Ponda. after planning authority approval.,1
Karnataka,Bengaluru,Commercial,A mixed-use property development with offices and retail facilities is planned in Bengaluru. following regulatory approval.,1
Maharashtra,Kolhapur,Institutional,A training and residential facility is proposed near Kolhapur.,1
Maharashtra,Mumbai,Entertainment,A cinema chain has announced a new screen in Mumbai. as part of its operational expansion.,0
Karnataka,Coorg,Small Business,A local bakery has opened a new outlet in Coorg. following a corporate announcement.,0
Goa,Anjuna,Transport,A bus operator has introduced a new route connecting Anjuna. as part of its regional growth strategy.,0
Maharashtra,Chhatrapati Sambhajinagar,Industrial,Construction approval has been granted for an industrial development in Chhatrapati Sambhajinagar.,1
Karnataka,Belagavi,Healthcare,A healthcare company has announced a major hospital project near Belagavi. after receiving preliminary clearance.,1
Goa,Baga,Healthcare,Planning authorities have approved a new medical campus in Baga.,1
Karnataka,Hubballi,Education,Planning authorities have approved a new college campus in Hubballi. as part of regional infrastructure development.,1
Goa,Vasco da Gama,Logistics,A major e-commerce logistics hub is being developed near Vasco da Gama. following regulatory approval.,1
Goa,Panaji,Employment,A retail company plans to recruit staff in Panaji. according to the company.,0
Goa,Vasco da Gama,Retail,A fashion retailer has opened a new store in Vasco da Gama. following a corporate announcement.,0
Karnataka,Bengaluru,Institutional,A government-supported campus project has received approval in Bengaluru. after receiving preliminary clearance.,1
Karnataka,Mysuru,Education,A large educational institution is developing a campus with hostels and dining facilities near Mysuru.,1
Goa,Ponda,Industrial,An industrial estate with multiple manufacturing units has been approved near Ponda. after receiving development permission.,1
Karnataka,Bengaluru,Logistics,A logistics developer has announced a new large-scale warehouse campus near Bengaluru. following a new project announcement.,1
Maharashtra,Alibaug,Residential,A mixed-use residential development with 300 apartments is planned on the outskirts of Alibaug. after receiving preliminary clearance.,1
Maharashtra,Navi Mumbai,Commercial,A new business park with multiple commercial buildings is being developed in Navi Mumbai.,1
Karnataka,Tumakuru,Finance,A bank has opened a new branch in Tumakuru. according to the company.,0
Karnataka,Tumakuru,Corporate,A management consulting company has announced expansion in Tumakuru. as part of its business expansion.,0
Karnataka,Coorg,Hospitality,"A new hospitality complex with restaurants, accommodation and recreational facilities is planned near Coorg. following regulatory approval.",1
Goa,Candolim,Commercial,"A mixed-use development containing offices, retail space and public facilities is proposed near Candolim. following the acquisition of land.",1
Karnataka,Belagavi,Finance,A fintech company has launched a new service in Belagavi.,0
Karnataka,Manipal,Small Business,A neighbourhood pharmacy has opened a new branch in Manipal. as part of its operational expansion.,0
Maharashtra,Mumbai,Tourism,A tourism company is planning a new destination project near Mumbai. following an investment proposal.,1
Maharashtra,Lonavala,Small Business,A restaurant has launched a new location in Lonavala. following a corporate announcement.,0
Goa,Panaji,Small Business,A restaurant has launched a new location in Panaji. according to local reports.,0
Maharashtra,Alibaug,Events,A business conference will be held in Alibaug. as part of its business expansion.,0
Maharashtra,Nagpur,Events,A music event has been announced in Nagpur.,0
Maharashtra,Kolhapur,Commercial,A major commercial township has received development approval in Kolhapur. as part of a major private investment.,1
Maharashtra,Lonavala,Small Business,A local café has expanded its operations in Lonavala. following a recent launch.,0
Karnataka,Belagavi,Education,An educational trust has acquired land for a large institutional campus near Belagavi. as part of a planned expansion.,1
Karnataka,Coorg,Education,A private university has announced a residential campus project in Coorg. following regulatory approval.,1
Karnataka,Bengaluru,Entertainment,A music festival will take place in Bengaluru. following the latest business update.,0
Maharashtra,Navi Mumbai,Employment,A consulting company has announced recruitment in Navi Mumbai.,0
Goa,Baga,Technology,A software company has opened a new technology office in Baga.,0
Maharashtra,Chhatrapati Sambhajinagar,Industrial,A new industrial park is being developed near Chhatrapati Sambhajinagar. following regulatory approval.,1
Goa,Ponda,Healthcare,A hospital expansion project will add new patient accommodation and treatment facilities in Ponda.,1
Karnataka,Bengaluru,Industrial,Construction approval has been granted for an industrial development in Bengaluru.,1
Maharashtra,Kolhapur,Industrial,An industrial estate with multiple manufacturing units has been approved near Kolhapur. following an investment proposal.,1
Maharashtra,Thane,Residential,A major housing project in Thane has entered the construction approval stage. following the acquisition of land.,1
Karnataka,Udupi,Transport,A transport operator has announced new routes from Udupi. following a recent launch.,0
Goa,Anjuna,Corporate,A business services firm has announced hiring in Anjuna. following a recent launch.,0
Goa,Baga,Industrial,An industrial estate with multiple manufacturing units has been approved near Baga. as part of regional infrastructure development.,1
Karnataka,Coorg,Corporate,A legal services company has opened a new office in Coorg. according to local reports.,0
Karnataka,Mysuru,Entertainment,An entertainment brand has expanded its operations in Mysuru. as part of its regional growth strategy.,0
Karnataka,Belagavi,Small Business,A neighbourhood pharmacy has opened a new branch in Belagavi. as part of its business expansion.,0
Karnataka,Belagavi,Institutional,An institutional development with multiple buildings has been approved near Belagavi.,1
Goa,Ponda,Corporate,A consulting company has expanded its office space in Ponda. following a corporate announcement.,0
Goa,Baga,Institutional,A government-supported campus project has received approval in Baga. as part of a planned expansion.,1
Karnataka,Mysuru,Education,A private university has announced a residential campus project in Mysuru. following the acquisition of land.,1
Karnataka,Belagavi,Industrial,An industrial estate with multiple manufacturing units has been approved near Belagavi.,1
Maharashtra,Chhatrapati Sambhajinagar,Education,A boarding school campus with residential facilities is proposed near Chhatrapati Sambhajinagar.,1
Goa,Candolim,Technology,A technology company is recruiting engineers for its Candolim office. as part of its market expansion.,0
Goa,Calangute,Industrial,Construction approval has been granted for an industrial development in Calangute.,1
Karnataka,Mangaluru,Employment,A technology firm plans to recruit additional employees in Mangaluru. following a recent launch.,0
Maharashtra,Kolhapur,Residential,Construction is expected to begin on a new gated community containing approximately 750 homes near Kolhapur.,1
Goa,Candolim,Entertainment,An entertainment brand has expanded its operations in Candolim. following a corporate announcement.,0
Karnataka,Hubballi,Tourism,A tourism infrastructure expansion is planned in the Hubballi region. following an investment proposal.,1
Goa,Mapusa,Residential,A RERA-registered residential development comprising 900 apartments has been announced in Mapusa.,1
Goa,Mapusa,Finance,A fintech company has launched a new service in Mapusa.,0
Goa,Calangute,Commercial,A mixed-use property development with offices and retail facilities is planned in Calangute. following an investment proposal.,1
Karnataka,Hubballi,Education,A new university campus with student accommodation is planned near Hubballi.,1
Karnataka,Bengaluru,Events,A public seminar is scheduled in Bengaluru.,0
Goa,Margao,Entertainment,A cinema chain has announced a new screen in Margao.,0
Karnataka,Udupi,Senior Living,A retirement housing development has received approval in Udupi. following regulatory approval.,1
Maharashtra,Nashik,Technology,A technology firm has expanded its office operations in Nashik.,0
Goa,Panaji,Entertainment,A streaming company has announced an event in Panaji.,0
Karnataka,Mangaluru,Technology,A technology company is recruiting engineers for its Mangaluru office. following a corporate announcement.,0
Goa,Candolim,Entertainment,A gaming centre has opened in Candolim. following a recent launch.,0
Goa,Candolim,Commercial,A new corporate campus with multiple buildings is planned near Candolim.,1
Maharashtra,Navi Mumbai,Senior Living,A developer has announced a large assisted-living project near Navi Mumbai.,1
Goa,Vasco da Gama,Small Business,A small clothing shop has opened in Vasco da Gama. according to the company announcement.,0
Goa,Vasco da Gama,Events,A technology conference will attract visitors to Vasco da Gama.,0
Karnataka,Tumakuru,Small Business,A neighbourhood pharmacy has opened a new branch in Tumakuru. as part of its regional growth strategy.,0
Karnataka,Belagavi,Education,An educational trust has acquired land for a large institutional campus near Belagavi. following the acquisition of land.,1
Karnataka,Udupi,Hospitality,A luxury resort with approximately 120 rooms is proposed near Udupi.,1
Maharashtra,Alibaug,Events,A music event has been announced in Alibaug.,0
Maharashtra,Alibaug,Employment,A startup is hiring employees for its Alibaug office. as part of its operational expansion.,0
Maharashtra,Thane,Small Business,A local bakery has opened a new outlet in Thane. following the latest business update.,0
Goa,Panaji,Healthcare,A hospital developer has received approval for a new multi-building medical campus in Panaji. as part of a planned expansion.,1
Goa,Vasco da Gama,Healthcare,A new healthcare campus is expected to serve thousands of patients in the Vasco da Gama region.,1
Karnataka,Hubballi,Events,A business networking event will take place in Hubballi. according to the company.,0
Karnataka,Belagavi,Employment,A retail company plans to recruit staff in Belagavi. as part of its regional growth strategy.,0
Maharashtra,Nagpur,Healthcare,A private healthcare group is acquiring land for a new hospital near Nagpur. as part of a planned expansion.,1
Maharashtra,Kolhapur,Healthcare,A new healthcare campus is expected to serve thousands of patients in the Kolhapur region. after receiving development permission.,1
Karnataka,Manipal,Healthcare,A healthcare company has announced a major hospital project near Manipal. after planning authority approval.,1
Goa,Baga,Industrial,A new production facility is expected to begin construction in the Baga region. as part of regional infrastructure development.,1
Maharashtra,Mumbai,Industrial,A new industrial park is being developed near Mumbai.,1
Goa,Panaji,Technology,A software company announced a new digital platform in Panaji. as part of its business expansion.,0
Maharashtra,Kolhapur,Senior Living,A retirement housing development has received approval in Kolhapur. following a new project announcement.,1
Maharashtra,Thane,Events,A public seminar is scheduled in Thane. following a corporate announcement.,0
Maharashtra,Chhatrapati Sambhajinagar,Institutional,A training and residential facility is proposed near Chhatrapati Sambhajinagar.,1
Goa,Vasco da Gama,Education,A new university campus with student accommodation is planned near Vasco da Gama. following regulatory approval.,1
Karnataka,Belagavi,Logistics,A distribution centre with multiple operational buildings is planned in Belagavi. following regulatory approval.,1
Karnataka,Belagavi,Events,A business networking event will take place in Belagavi. as part of its business expansion.,0
Maharashtra,Nashik,Tourism,A new destination tourism complex is being planned in Nashik.,1
Karnataka,Hassan,Technology,A startup has raised funding to expand its technology operations in Hassan.,0
Karnataka,Manipal,Education,A private university has announced a residential campus project in Manipal.,1
Karnataka,Mysuru,Finance,A financial services company has expanded its operations in Mysuru. according to the company.,0
Maharashtra,Pune,Events,A cultural festival is scheduled to take place in Pune.,0
Maharashtra,Thane,Employment,A consulting company has announced recruitment in Thane. as part of its business expansion.,0
Maharashtra,Thane,Employment,A startup is hiring employees for its Thane office.,0
Goa,Ponda,Tourism,A new destination tourism complex is being planned in Ponda. following regulatory approval.,1
Karnataka,Mangaluru,Institutional,A research and development campus is being developed near Mangaluru. as part of regional infrastructure development.,1
Karnataka,Hassan,Commercial,A large business district expansion has been announced near Hassan. following regulatory approval.,1
Karnataka,Bengaluru,Residential,A real estate developer has announced a large apartment project in Bengaluru with multiple residential towers. after receiving development permission.,1
Goa,Morjim,Industrial,A new industrial park is being developed near Morjim. as part of regional infrastructure development.,1
Goa,Ponda,Retail,A grocery chain has expanded operations in Ponda. as part of its regional growth strategy.,0
Goa,Ponda,Healthcare,Planning authorities have approved a new medical campus in Ponda.,1
Maharashtra,Thane,Technology,A startup has raised funding to expand its technology operations in Thane. following a corporate announcement.,0
Goa,Margao,Senior Living,A retirement community with healthcare and accommodation facilities is proposed in Margao. after receiving development permission.,1
Karnataka,Udupi,Logistics,A logistics developer has announced a new large-scale warehouse campus near Udupi.,1
Goa,Anjuna,Healthcare,A specialty hospital and associated facilities are planned near Anjuna. after receiving development permission.,1
Maharashtra,Thane,Residential,A new housing project targeting more than 1800 residents has received preliminary approval in Thane. as part of a major private investment.,1
Goa,Calangute,Residential,A developer has acquired land for a large residential township in Calangute.,1
Goa,Baga,Tourism,A major tourism infrastructure project is proposed near Baga. following an investment proposal.,1
Karnataka,Hassan,Small Business,A local electronics shop has expanded in Hassan. as part of its regional growth strategy.,0
Goa,Vasco da Gama,Entertainment,A music festival will take place in Vasco da Gama. following a corporate announcement.,0
Karnataka,Udupi,Entertainment,A theatre company has announced a performance in Udupi.,0
Goa,Ponda,Residential,A new housing project targeting more than 7000 residents has received preliminary approval in Ponda.,1
Goa,Calangute,Corporate,A professional services firm has opened a new office in Calangute. following a recent launch.,0
Goa,Morjim,Senior Living,A retirement housing development has received approval in Morjim. after receiving preliminary clearance.,1
Maharashtra,Navi Mumbai,Industrial,An industrial developer has acquired land for a multi-unit industrial park near Navi Mumbai. as part of a major private investment.,1
Maharashtra,Chhatrapati Sambhajinagar,Senior Living,A retirement community with healthcare and accommodation facilities is proposed in Chhatrapati Sambhajinagar.,1
Maharashtra,Kolhapur,Healthcare,A private healthcare group is acquiring land for a new hospital near Kolhapur.,1
Goa,Anjuna,Commercial,A developer has announced a multi-building commercial project in Anjuna.,1
Maharashtra,Alibaug,Institutional,A research and development campus is being developed near Alibaug. as part of regional infrastructure development.,1
Goa,Ponda,Industrial,A new production facility is expected to begin construction in the Ponda region. after planning authority approval.,1
Goa,Morjim,Industrial,An industrial estate with multiple manufacturing units has been approved near Morjim. after receiving preliminary clearance.,1
Karnataka,Belagavi,Healthcare,A new healthcare campus is expected to serve thousands of patients in the Belagavi region.,1
Karnataka,Mangaluru,Employment,A financial company has announced recruitment in Mangaluru. as part of its regional growth strategy.,0
Karnataka,Mysuru,Events,A trade exhibition will be held in Mysuru. following a recent launch.,0
Karnataka,Coorg,Retail,A lifestyle brand has opened its latest outlet in Coorg. according to the company announcement.,0
Karnataka,Manipal,Entertainment,A music festival will take place in Manipal.,0
Goa,Anjuna,Industrial,A new production facility is expected to begin construction in the Anjuna region. after receiving preliminary clearance.,1
Karnataka,Hassan,Commercial,A large shopping and commercial complex is proposed near Hassan. following an investment proposal.,1
Maharashtra,Chhatrapati Sambhajinagar,Finance,A financial services company has expanded its operations in Chhatrapati Sambhajinagar.,0
Karnataka,Hassan,Entertainment,An entertainment company has launched a new venue in Hassan. as part of its operational expansion.,0
Goa,Morjim,Commercial,A large business district expansion has been announced near Morjim.,1
Maharashtra,Navi Mumbai,Transport,A ride-sharing company has expanded services in Navi Mumbai.,0
Maharashtra,Kolhapur,Tourism,A major tourism infrastructure project is proposed near Kolhapur. following an investment proposal.,1
Karnataka,Bengaluru,Transport,A ride-sharing company has expanded services in Bengaluru. as part of its operational expansion.,0
Goa,Anjuna,Education,A university expansion will include new student residences and academic buildings in Anjuna. after planning authority approval.,1
Goa,Ponda,Commercial,A new corporate campus with multiple buildings is planned near Ponda.,1
Maharashtra,Kolhapur,Finance,An insurance company has opened a new office in Kolhapur. as part of its regional growth strategy.,0
Maharashtra,Mumbai,Healthcare,A new multi-specialty hospital campus is being developed in Mumbai.,1
Karnataka,Hubballi,Retail,A lifestyle brand has opened its latest outlet in Hubballi. as part of its business expansion.,0
Goa,Baga,Employment,A retail company plans to recruit staff in Baga.,0
Karnataka,Bengaluru,Finance,A financial services company has expanded its operations in Bengaluru. as part of its business expansion.,0
Goa,Vasco da Gama,Commercial,"A mixed-use development containing offices, retail space and public facilities is proposed near Vasco da Gama. as part of a planned expansion.",1
Goa,Morjim,Logistics,A multi-building logistics park is being developed on the outskirts of Morjim. following the acquisition of land.,1
Goa,Margao,Corporate,A corporate advisory company has increased its presence in Margao. as part of its operational expansion.,0
Karnataka,Coorg,Entertainment,A theatre company has announced a performance in Coorg. according to the company.,0
Karnataka,Bengaluru,Institutional,A government-supported campus project has received approval in Bengaluru. following an investment proposal.,1
Goa,Candolim,Education,A new university campus with student accommodation is planned near Candolim. after receiving preliminary clearance.,1
Karnataka,Tumakuru,Commercial,A large shopping and commercial complex is proposed near Tumakuru. as part of regional infrastructure development.,1
Karnataka,Manipal,Technology,A startup has raised funding to expand its technology operations in Manipal. according to the company announcement.,0
Goa,Panaji,Industrial,An industrial estate with multiple manufacturing units has been approved near Panaji.,1
Karnataka,Tumakuru,Finance,A lending platform has launched services in Tumakuru. following a corporate announcement.,0
Goa,Ponda,Corporate,A consulting company has expanded its office space in Ponda.,0
Maharashtra,Kolhapur,Small Business,A restaurant has launched a new location in Kolhapur. as part of its operational expansion.,0
Karnataka,Hubballi,Residential,A developer has acquired land for a large residential township in Hubballi.,1
Maharashtra,Navi Mumbai,Tourism,Authorities have approved a tourism development project near Navi Mumbai. as part of a major private investment.,1
Karnataka,Bengaluru,Retail,A clothing company has announced a new retail location in Bengaluru.,0
Goa,Candolim,Finance,A banking company has announced expansion of its branch network in Candolim.,0
Karnataka,Manipal,Institutional,A research and development campus is being developed near Manipal. following a new project announcement.,1
Karnataka,Hubballi,Residential,A real estate developer has announced a large apartment project in Hubballi with multiple residential towers. as part of a planned expansion.,1
Karnataka,Hassan,Institutional,A large institutional campus is planned near Hassan. following an investment proposal.,1
Goa,Candolim,Residential,Construction is expected to begin on a new gated community containing approximately 250 homes near Candolim. following regulatory approval.,1
Maharashtra,Navi Mumbai,Commercial,A large business district expansion has been announced near Navi Mumbai. as part of a major private investment.,1
Maharashtra,Mumbai,Industrial,An industrial estate with multiple manufacturing units has been approved near Mumbai. after receiving development permission.,1
Karnataka,Tumakuru,Employment,A consulting company has announced recruitment in Tumakuru. as part of its regional growth strategy.,0
